
28880489.4102675,19145446.6155025,10674858.4297454,8481506.44850712,5336084.40955148,4539265.40073353,3255908.42220515,1953465.67755273
28877406.5640196,19222358.6878486,10243224.5878983,8405270.80364539,5340484.55200062,4952988.07373361,3255931.32517823,1948001.51231757
28878987.731094,19215964.1902333,10243356.0096315,8482483.32960533,5337065.54983896,4952490.11221228,3255767.56921809,1949843.48996733
28878088.5853629,19144968.6087779,10243371.6525185,8484624.95630012,5341502.96449535,4954081.1666152,3258113.99075215,2023682.44773223
28879021.7696658,19181790.5765172,10245055.4386783,8480239.39211193,5300308.39667278,4954183.11126217,3255950.59071277,1947505.68988249
28944218.5026105,19144982.7869996,10243333.6859204,8482155.83394317,5270342.74764506,4953946.100302,3297989.50767352,1948341.41134427
28877647.2588057,19147686.7972133,10243354.3757624,8481953.51593336,5337230.0261737,4955100.37580557,3264829.3121344,1954822.28385459
28891606.9393874,19149330.8493482,10243362.8937354,8478338.6625117,5337004.38970025,4953954.73033095,3250544.36918593,1949267.26015988
28877307.8107711,19181506.9224141,10243353.0572759,8482313.51369086,5336496.59839667,4968699.92478453,3252974.40092127,2191320.88159127
28877322.2013254,19156060.3834012,10256882.0154768,8473604.42571323,5336033.66988106,4954186.49863568,3255913.81151438,1950697.37431992
28877196.9549108,19144677.7535333,10243342.6828108,8482557.56726301,5355193.43899936,4954205.99634293,3258336.32518078,1949420.87904737
28879043.7183837,19144235.1850583,10243326.4982378,8542867.51702747,5276589.6172096,4954903.39230264,3255969.50647224,1949608.10267319
28879329.4635771,19144354.876663,10243294.7799597,8481504.70272002,5345996.0798465,4946382.73272411,3255883.97423372,1949306.57755627
28951273.6773156,19144604.6253595,10243464.7535118,9108457.42106063,4955092.88671407,4740470.23258244,3229323.51298489,1949774.34943845
28877330.5173814,19144290.7005843,10243316.7723294,8482239.1884802,5337060.44153404,4954572.86349739,3256100.755586,1977523.23693645
28877332.6317641,19146091.0097628,10243324.0749795,8482441.85273434,5336078.30757236,4955020.72392206,3257894.81822244,1951358.95028649
28881436.4792437,19144201.950855,10243337.0185541,8486072.12773852,5346779.29253498,4981402.65702393,3255969.54954082,2114497.38742848
28877384.9831418,19144338.3679723,10243236.8607021,8482546.47586909,5338318.50945887,4953892.59451892,3255213.84971206,1948532.81429078
28877419.2781576,19154141.8165716,10253612.0714337,8482506.04486162,5329556.35244662,4954931.67643845,3255731.33648288,1949112.41856001
28877962.659643,19144356.4925495,10244631.0262262,8485646.21234184,5334791.86566861,4960316.31635193,3255868.17502692,1946347.02777225
28877059.1673669,19189169.5035383,10243348.3924757,8486608.99127339,5352044.33351237,4952797.27580067,3255944.72245013,1949299.06662627
28972572.3529898,19144471.0159311,10243346.8284908,8481970.23827375,5337068.7193525,4957029.86666989,3255879.90563881,1945241.9092281
28883381.425875,19144730.344392,10243927.2167956,8542047.02631662,5274904.87744892,4954810.86390064,3256965.97704795,2016805.93187427
28877439.4902464,19144135.1477204,10243326.0565971,8482511.07030837,5427269.32309978,4955122.05509834,3255478.43422221,1951276.64528751
28891966.3154798,19144400.7112933,10243311.2307644,8467698.35217157,5337119.05865419,4954027.59701885,3257614.5755694,1947637.30636943
28878395.2477371,19144170.8290854,10243099.9571112,8481931.62522128,5336503.49731524,4966407.51516905,3278805.64438562,2068265.39759397
28877761.5448071,19144009.3902303,10243266.6018033,8706324.8730818,5336861.11364418,4954254.99241589,3031755.81976823,1960715.84227725
28880735.1884527,19144155.0496892,10243358.9998118,8478828.43999073,5337369.43268493,4976417.53321593,3234295.62819873,1952327.4902643
28877224.243736,19144452.0349367,10243809.7895434,8482104.57805872,5337122.78206452,4954072.96483899,3277496.47459545,1952355.83965187
28877413.701306,19145634.6267305,10243333.3806741,8482439.30910612,5363418.46551366,4954772.74830854,3255917.05850454,1948973.36787367
29046001.4627008,19033674.9611098,10243370.3714186,8482152.36125621,5337032.91023099,4954198.21904629,3199609.85024124,1951834.18618736
28877677.4901974,19145112.7790048,10243897.5132581,8482213.62837183,5336619.55972218,4954474.51442821,3256136.59946658,1987296.39308037
28877267.7429665,19165095.9662718,10243327.449204,8482315.14633675,5317334.11805747,4954969.72483592,3255937.19955621,2204603.77173163
28877466.5081367,19169290.1809093,10243239.9670843,8477772.11256829,5457650.76542497,4828458.31187805,3253790.92473441,1949499.87935108
28877235.5728485,19145048.2271865,10243343.9480742,8597800.25290933,5265616.71147655,4909849.55708541,3256075.00383065,2014649.29532581
28877354.7494541,19144561.9073551,10295314.7378339,8488437.36322176,5433555.70477526,4954640.4083831,3252547.29103811,1952054.71410899
28877161.1104745,19144356.2034289,10243311.8494209,8505188.21660892,5337085.24239364,4954310.73916918,3257273.85921348,1928645.94489286
28877835.1083438,19150799.4624203,10243320.0727925,8495371.33911457,5330668.65938388,4953909.10246097,3260752.6433461,1948660.30887271
28898920.7269932,19146120.9238674,10243585.2494162,8482417.17467342,5337370.33552806,5015694.39941948,3255756.3406715,1951354.25410236
28877007.9542287,19706998.4390255,10243199.5687135,7924147.26405432,5336223.97721229,4957065.66590274,3251644.74678959,1949040.2867501
28877433.8044445,19145017.1765683,10243300.3733196,8482639.61020623,5337307.20233895,4954207.27267651,3255480.31354738,1947778.90162567
28961211.8605094,19144229.4425274,10243314.3981826,8482381.30580474,5336208.47734613,4871176.68886392,3255793.60022987,1947593.4673843
28877906.5552144,19144940.2118986,10243874.0611656,8486960.06592189,5337187.55530606,4953815.79559506,3255832.19192241,2095127.64522534
28877262.3423996,19144245.934701,10243324.2449949,8488024.48751209,5337285.7004762,4953938.73970563,3256335.24065644,2018933.24843913
28877465.6104783,19144305.3550346,10243692.9302056,8485565.42237254,5336038.6068419,4954916.50409945,3256955.19272158,1973782.67397033
28877426.0342159,19144250.7621616,10243551.1039217,8483767.52888024,5337451.20910391,4954083.9961631,3256345.17741695,1950471.10866011
28877394.7262482,19144233.6608065,10243284.7734465,8504684.56832673,5394117.21974548,4957556.84129801,3255693.27232267,1925964.16085616
